,게시글번호,"구분(성별, 연령별)",확진자,확진률,치명률,사망자,사망률,등록일시분초,수정일시분초
132,13671,0-9,39775,7.12,0.01,3,0.06,2021-12-18 09:16:58.795,null
133,13670,10-19,54983,9.84,0,0,0.00,2021-12-18 09:16:58.795,null
134,13669,20-29,86596,15.5,0.01,12,0.26,2021-12-18 09:16:58.795,null
135,13668,30-39,81836,14.64,0.04,31,0.67,2021-12-18 09:16:58.795,null
136,13667,40-49,81844,14.64,0.07,61,1.31,2021-12-18 09:16:58.795,null
137,13666,50-59,81960,14.67,0.29,238,5.12,2021-12-18 09:16:58.795,null
138,13665,60-69,78645,14.07,0.88,693,14.92,2021-12-18 09:16:58.794,null
139,13664,70-79,34533,6.18,3.61,1248,26.87,2021-12-18 09:16:58.794,null
140,13663,80 이상,18692,3.34,12.62,2358,50.78,2021-12-18 09:16:58.794,null
141,13662,여성,266871,47.75,0.85,2265,48.77,2021-12-18 09:16:58.794,null
142,13661,남성,291993,52.25,0.81,2379,51.23,2021-12-18 09:16:58.793,null
143,13649,0-9,38882,7.05,0.01,3,0.07,2021-12-17 09:10:01.308,null
144,13648,10-19,54260,9.84,0.00,0,0.00,2021-12-17 09:10:01.308,null
145,13647,20-29,85822,15.56,0.01,12,0.26,2021-12-17 09:10:01.308,null
146,13646,30-39,80935,14.67,0.04,29,0.63,2021-12-17 09:10:01.308,null
147,13645,40-49,80851,14.66,0.08,61,1.33,2021-12-17 09:10:01.308,null
148,13644,50-59,81038,14.69,0.29,236,5.14,2021-12-17 09:10:01.308,null
149,13643,60-69,77244,14.00,0.88,681,14.83,2021-12-17 09:10:01.307,null
150,13642,70-79,34008,6.17,3.63,1235,26.90,2021-12-17 09:10:01.307,null
151,13641,80 이상,18511,3.36,12.61,2334,50.84,2021-12-17 09:10:01.307,null
152,13640,여성,263222,47.72,0.85,2234,48.66,2021-12-17 09:10:01.307,null
153,13639,남성,288329,52.28,0.82,2357,51.34,2021-12-17 09:10:01.306,null
154,13627,0-9,37992,6.98,0.01,3,0.07,2021-12-16 09:06:58.505,null
155,13626,10-19,53561,9.84,0.00,0,0.00,2021-12-16 09:06:58.504,null
156,13625,20-29,85058,15.63,0.01,12,0.27,2021-12-16 09:06:58.504,null
157,13624,30-39,79988,14.70,0.04,29,0.64,2021-12-16 09:06:58.504,null
158,13623,40-49,79848,14.67,0.07,59,1.31,2021-12-16 09:06:58.504,null
159,13622,50-59,80035,14.71,0.29,232,5.14,2021-12-16 09:06:58.504,null
160,13621,60-69,75894,13.95,0.88,667,14.76,2021-12-16 09:06:58.503,null
161,13620,70-79,33430,6.14,3.61,1208,26.74,2021-12-16 09:06:58.503,null
162,13619,80 이상,18311,3.37,12.60,2308,51.08,2021-12-16 09:06:58.503,null
163,13618,여성,259462,47.68,0.85,2200,48.69,2021-12-16 09:06:58.503,null
164,13617,남성,284655,52.32,0.81,2318,51.31,2021-12-16 09:06:58.503,null
165,13605,0-9,37207,6.94,0.01,3,0.07,2021-12-15 09:07:23.702,null
166,13604,10-19,52822,9.85,0.00,0,0.00,2021-12-15 09:07:23.702,null
167,13603,20-29,84288,15.71,0.01,12,0.27,2021-12-15 09:07:23.702,null
168,13602,30-39,78997,14.72,0.04,29,0.65,2021-12-15 09:07:23.702,null
169,13601,40-49,78803,14.69,0.07,59,1.32,2021-12-15 09:07:23.702,null
170,13600,50-59,78981,14.72,0.29,230,5.16,2021-12-15 09:07:23.701,null
171,13599,60-69,74388,13.87,0.88,658,14.77,2021-12-15 09:07:23.701,null
172,13598,70-79,32903,6.13,3.63,1195,26.82,2021-12-15 09:07:23.701,null
173,13597,80 이상,18106,3.37,12.54,2270,50.94,2021-12-15 09:07:23.701,null
174,13596,여성,255656,47.65,0.85,2167,48.63,2021-12-15 09:07:23.701,null
175,13595,남성,280839,52.35,0.82,2289,51.37,2021-12-15 09:07:23.7,null
176,13583,0-9,36356,6.88,0.01,3,0.07,2021-12-14 09:07:26.675,null
177,13582,10-19,52079,9.85,0.00,0,0.00,2021-12-14 09:07:26.675,null
178,13581,20-29,83527,15.80,0.01,12,0.27,2021-12-14 09:07:26.675,null
179,13580,30-39,78015,14.76,0.04,29,0.66,2021-12-14 09:07:26.674,null
180,13579,40-49,77775,14.71,0.07,58,1.32,2021-12-14 09:07:26.674,null
181,13578,50-59,77889,14.73,0.29,226,5.15,2021-12-14 09:07:26.674,null
182,13577,60-69,72893,13.79,0.89,649,14.79,2021-12-14 09:07:26.674,null
183,13576,70-79,32291,6.11,3.64,1177,26.83,2021-12-14 09:07:26.674,null
184,13575,80 이상,17827,3.37,12.53,2233,50.90,2021-12-14 09:07:26.673,null
185,13574,여성,251826,47.64,0.85,2133,48.62,2021-12-14 09:07:26.673,null
186,13573,남성,276826,52.36,0.81,2254,51.38,2021-12-14 09:07:26.673,null
187,13561,0-9,35709,6.83,0.01,3,0.07,2021-12-13 09:00:59.27,null
188,13560,10-19,51494,9.84,0.00,0,0.00,2021-12-13 09:00:59.27,null
189,13559,20-29,82995,15.87,0.01,12,0.28,2021-12-13 09:00:59.269,null
190,13558,30-39,77377,14.79,0.04,28,0.65,2021-12-13 09:00:59.269,null
191,13557,40-49,77029,14.73,0.07,56,1.30,2021-12-13 09:00:59.269,null
192,13556,50-59,77136,14.75,0.29,225,5.24,2021-12-13 09:00:59.269,null
193,13555,60-69,71857,13.74,0.88,632,14.72,2021-12-13 09:00:59.269,null
194,13554,70-79,31865,6.09,3.60,1148,26.74,2021-12-13 09:00:59.268,null
195,13553,80 이상,17626,3.37,12.42,2189,50.99,2021-12-13 09:00:59.268,null
196,13552,여성,249103,47.62,0.84,2087,48.61,2021-12-13 09:00:59.268,null
197,13551,남성,273985,52.38,0.81,2206,51.39,2021-12-13 09:00:59.268,null
198,13539,0-9,35096,6.78,0.01,3,0.07,2021-12-12 08:45:36.936,null
199,13538,10-19,50947,9.85,0,0,0.00,2021-12-12 08:45:36.936,null
200,13537,20-29,82482,15.95,0.01,12,0.28,2021-12-12 08:45:36.935,null
201,13536,30-39,76702,14.83,0.04,27,0.63,2021-12-12 08:45:36.935,null
202,13535,40-49,76247,14.74,0.07,56,1.32,2021-12-12 08:45:36.935,null
203,13534,50-59,76341,14.76,0.29,224,5.27,2021-12-12 08:45:36.935,null
204,13533,60-69,70671,13.66,0.89,628,14.77,2021-12-12 08:45:36.935,null
205,13532,70-79,31367,6.06,3.62,1135,26.69,2021-12-12 08:45:36.934,null
206,13531,80 이상,17418,3.37,12.45,2168,50.98,2021-12-12 08:45:36.934,null
207,13530,여성,246270,47.61,0.84,2063,48.51,2021-12-12 08:45:36.934,null
208,13529,남성,271001,52.39,0.81,2190,51.49,2021-12-12 08:45:36.934,null
209,13528,0-9,34467,6.75,0.01,3,0.07,2021-12-11 06:28:22.701,null
210,13527,10-19,50285,9.85,0,0,0.00,2021-12-11 06:28:22.701,null
211,13526,20-29,81890,16.04,0.01,12,0.29,2021-12-11 06:28:22.701,null
212,13525,30-39,75899,14.87,0.04,27,0.64,2021-12-11 06:28:22.701,null
213,13524,40-49,75399,14.77,0.07,56,1.33,2021-12-11 06:28:22.7,null
214,13523,50-59,75438,14.77,0.29,222,5.27,2021-12-11 06:28:22.7,null
215,13522,60-69,69297,13.57,0.89,619,14.70,2021-12-11 06:28:22.7,null
216,13521,70-79,30771,6.03,3.66,1125,26.72,2021-12-11 06:28:22.7,null
217,13520,80 이상,17137,3.36,12.52,2146,50.97,2021-12-11 06:28:22.7,null
218,13519,여성,242872,47.57,0.84,2044,48.55,2021-12-11 06:28:22.699,null
219,13518,남성,267711,52.43,0.81,2166,51.45,2021-12-11 06:28:22.699,null
220,13495,0-9,33737,6.70,0.01,3,0.07,2021-12-10 09:05:27.831,null
221,13494,10-19,49577,9.84,0.00,0,0.00,2021-12-10 09:05:27.83,null
222,13493,20-29,81286,16.14,0.01,12,0.29,2021-12-10 09:05:27.83,null
223,13492,30-39,75048,14.90,0.04,27,0.65,2021-12-10 09:05:27.83,null
224,13491,40-49,74537,14.80,0.07,55,1.33,2021-12-10 09:05:27.83,null
225,13490,50-59,74507,14.79,0.30,220,5.33,2021-12-10 09:05:27.829,null
226,13489,60-69,67869,13.48,0.89,607,14.70,2021-12-10 09:05:27.829,null
227,13488,70-79,30187,5.99,3.67,1107,26.80,2021-12-10 09:05:27.829,null
228,13487,80 이상,16858,3.35,12.45,2099,50.82,2021-12-10 09:05:27.828,null
229,13486,여성,239335,47.52,0.84,2007,48.60,2021-12-10 09:05:27.828,null
230,13485,남성,264271,52.48,0.80,2123,51.40,2021-12-10 09:05:27.828,null
231,13473,0-9,33011,6.65,0.01,3,0.07,2021-12-09 09:07:33.18,null
232,13472,10-19,48819,9.83,0.00,0,0.00,2021-12-09 09:07:33.18,null
233,13471,20-29,80654,16.24,0.01,12,0.29,2021-12-09 09:07:33.18,null
234,13470,30-39,74237,14.95,0.04,27,0.66,2021-12-09 09:07:33.18,null
235,13469,40-49,73649,14.83,0.07,54,1.32,2021-12-09 09:07:33.18,null
236,13468,50-59,73592,14.82,0.30,219,5.37,2021-12-09 09:07:33.179,null
237,13467,60-69,66465,13.38,0.90,600,14.72,2021-12-09 09:07:33.179,null
238,13466,70-79,29571,5.95,3.68,1087,26.66,2021-12-09 09:07:33.179,null
239,13465,80 이상,16586,3.34,12.51,2075,50.90,2021-12-09 09:07:33.179,null
240,13464,여성,235684,47.46,0.84,1987,48.74,2021-12-09 09:07:33.178,null
241,13463,남성,260900,52.54,0.80,2090,51.26,2021-12-09 09:07:33.178,null
242,13451,0-9,32328,6.60,0.01,2,0.05,2021-12-08 08:59:37.686,null
243,13450,10-19,48091,9.82,0.00,0,0.00,2021-12-08 08:59:37.686,null
244,13449,20-29,79971,16.34,0.02,12,0.30,2021-12-08 08:59:37.685,null
245,13448,30-39,73353,14.99,0.04,26,0.65,2021-12-08 08:59:37.685,null
246,13447,40-49,72750,14.86,0.07,54,1.34,2021-12-08 08:59:37.685,null
247,13446,50-59,72688,14.85,0.30,218,5.42,2021-12-08 08:59:37.685,null
248,13445,60-69,65062,13.29,0.90,587,14.60,2021-12-08 08:59:37.685,null
249,13444,70-79,28936,5.91,3.71,1073,26.69,2021-12-08 08:59:37.684,null
250,13443,80 이상,16305,3.33,12.56,2048,50.95,2021-12-08 08:59:37.684,null
251,13442,여성,232135,47.42,0.84,1958,48.71,2021-12-08 08:59:37.684,null
252,13441,남성,257349,52.58,0.80,2062,51.29,2021-12-08 08:59:37.684,null
253,13429,0-9,31664,6.57,0.01,2,0.05,2021-12-07 09:04:12.896,null
254,13428,10-19,47365,9.82,0.00,0,0.00,2021-12-07 09:04:12.895,null
255,13427,20-29,79371,16.46,0.02,12,0.30,2021-12-07 09:04:12.895,null
256,13426,30-39,72496,15.03,0.04,26,0.66,2021-12-07 09:04:12.895,null
257,13425,40-49,71809,14.89,0.08,54,1.36,2021-12-07 09:04:12.895,null
258,13424,50-59,71752,14.88,0.30,214,5.41,2021-12-07 09:04:12.894,null
259,13423,60-69,63556,13.18,0.91,578,14.61,2021-12-07 09:04:12.894,null
260,13422,70-79,28271,5.86,3.75,1060,26.79,2021-12-07 09:04:12.894,null
261,13421,80 이상,16026,3.32,12.55,2011,50.82,2021-12-07 09:04:12.894,null
262,13420,여성,228578,47.39,0.84,1931,48.80,2021-12-07 09:04:12.894,null
263,13419,남성,253732,52.61,0.80,2026,51.20,2021-12-07 09:04:12.893,null
264,13407,0-9,31116,6.52,0.00,1,0.03,2021-12-06 09:06:16.247,null
265,13406,10-19,46816,9.81,0.00,0,0.00,2021-12-06 09:06:16.247,null
266,13405,20-29,78941,16.54,0.02,12,0.31,2021-12-06 09:06:16.247,null
267,13404,30-39,71899,15.06,0.04,26,0.67,2021-12-06 09:06:16.247,null
268,13403,40-49,71178,14.91,0.07,53,1.36,2021-12-06 09:06:16.247,null
269,13402,50-59,71106,14.90,0.30,213,5.47,2021-12-06 09:06:16.246,null
270,13401,60-69,62614,13.12,0.90,562,14.44,2021-12-06 09:06:16.246,null
271,13400,70-79,27854,5.84,3.75,1044,26.82,2021-12-06 09:06:16.246,null
272,13399,80 이상,15834,3.32,12.52,1982,50.91,2021-12-06 09:06:16.246,null
273,13398,여성,226226,47.39,0.84,1896,48.70,2021-12-06 09:06:16.246,null
274,13397,남성,251132,52.61,0.80,1997,51.30,2021-12-06 09:06:16.245,null
275,13396,0-9,30631,6.48,0,1,0.03,2021-12-05 13:04:18.582,null
276,13395,10-19,46334,9.8,0,0,0.00,2021-12-05 13:04:18.582,null
277,13394,20-29,78582,16.61,0.02,12,0.31,2021-12-05 13:04:18.582,null
278,13393,30-39,71453,15.11,0.04,26,0.67,2021-12-05 13:04:18.581,null
279,13392,40-49,70694,14.94,0.07,52,1.35,2021-12-05 13:04:18.581,null
280,13391,50-59,70580,14.92,0.3,212,5.50,2021-12-05 13:04:18.581,null
281,13390,60-69,61733,13.05,0.91,559,14.51,2021-12-05 13:04:18.581,null
282,13389,70-79,27446,5.8,3.75,1030,26.74,2021-12-05 13:04:18.581,null
283,13388,80 이상,15581,3.29,12.58,1960,50.88,2021-12-05 13:04:18.58,null
284,13387,여성,224027,47.36,0.84,1880,48.81,2021-12-05 13:04:18.58,null
285,13386,남성,249007,52.64,0.79,1972,51.19,2021-12-05 13:04:18.58,null
286,13363,0-9,30147,6.44,0,1,0.03,2021-12-04 12:14:36.115,null
287,13362,10-19,45780,9.78,0,0,0.00,2021-12-04 12:14:36.115,null
288,13361,20-29,78138,16.7,0.02,12,0.32,2021-12-04 12:14:36.115,null
289,13360,30-39,70871,15.15,0.04,26,0.68,2021-12-04 12:14:36.115,null
290,13359,40-49,70114,14.98,0.07,52,1.37,2021-12-04 12:14:36.115,null
291,13358,50-59,69923,14.94,0.3,208,5.46,2021-12-04 12:14:36.115,null
292,13357,60-69,60678,12.97,0.91,554,14.54,2021-12-04 12:14:36.114,null
293,13356,70-79,26930,5.76,3.78,1019,26.75,2021-12-04 12:14:36.114,null
294,13355,80 이상,15326,3.28,12.64,1937,50.85,2021-12-04 12:14:36.114,null
295,13354,여성,221438,47.33,0.84,1858,48.78,2021-12-04 12:14:36.114,null
296,13353,남성,246469,52.67,0.79,1951,51.22,2021-12-04 12:14:36.113,null
297,13341,0-9,29645,6.41,0.00,1,0.03,2021-12-03 13:35:19.826,null
298,13340,10-19,45192,9.77,0.00,0,0.00,2021-12-03 13:35:19.825,null
299,13339,20-29,77686,16.79,0.02,12,0.32,2021-12-03 13:35:19.825,null
300,13338,30-39,70225,15.18,0.04,26,0.70,2021-12-03 13:35:19.825,null
301,13337,40-49,69491,15.02,0.07,52,1.39,2021-12-03 13:35:19.825,null
302,13336,50-59,69250,14.97,0.30,205,5.48,2021-12-03 13:35:19.825,null
303,13335,60-69,59617,12.89,0.91,542,14.50,2021-12-03 13:35:19.825,null
304,13334,70-79,26395,5.71,3.80,1004,26.85,2021-12-03 13:35:19.824,null
305,13333,80 이상,15054,3.25,12.60,1897,50.74,2021-12-03 13:35:19.824,null
306,13332,여성,218758,47.29,0.83,1821,48.70,2021-12-03 13:35:19.824,null
307,13331,남성,243797,52.71,0.79,1918,51.30,2021-12-03 13:35:19.824,null
308,13319,0-9,29193,6.38,0.00,1,0.03,2021-12-02 14:07:09.146,null
309,13318,10-19,44644,9.76,0.00,0,0.00,2021-12-02 14:07:09.145,null
310,13317,20-29,77237,16.88,0.02,12,0.32,2021-12-02 14:07:09.145,null
311,13316,30-39,69666,15.22,0.04,26,0.70,2021-12-02 14:07:09.145,null
312,13315,40-49,68903,15.06,0.07,51,1.38,2021-12-02 14:07:09.145,null
313,13314,50-59,68599,14.99,0.30,205,5.53,2021-12-02 14:07:09.145,null
314,13313,60-69,58660,12.82,0.92,538,14.52,2021-12-02 14:07:09.144,null
315,13312,70-79,25894,5.66,3.83,991,26.75,2021-12-02 14:07:09.144,null
316,13311,80 이상,14816,3.24,12.70,1881,50.77,2021-12-02 14:07:09.144,null
317,13310,여성,216273,47.26,0.84,1806,48.74,2021-12-02 14:07:09.144,null
318,13309,남성,241339,52.74,0.79,1899,51.26,2021-12-02 14:07:09.143,null
319,13297,0-9,28769,6.36,0.00,1,0.03,2021-12-01 14:08:27.161,null
320,13296,10-19,44092,9.75,0.00,0,0.00,2021-12-01 14:08:27.161,null
321,13295,20-29,76717,16.96,0.02,12,0.33,2021-12-01 14:08:27.161,null
322,13294,30-39,69039,15.26,0.04,26,0.71,2021-12-01 14:08:27.161,null
323,13293,40-49,68303,15.10,0.07,51,1.39,2021-12-01 14:08:27.16,null
324,13292,50-59,67923,15.02,0.30,204,5.58,2021-12-01 14:08:27.16,null
325,13291,60-69,57625,12.74,0.92,530,14.48,2021-12-01 14:08:27.16,null
326,13290,70-79,25359,5.61,3.85,976,26.68,2021-12-01 14:08:27.16,2021-12-01 18:01:44.609
327,13289,80 이상,14523,3.21,12.79,1858,50.78,2021-12-01 14:08:27.16,null
328,13288,여성,213701,47.24,0.84,1786,48.81,2021-12-01 14:08:27.159,null
329,13287,남성,238649,52.76,0.78,1872,51.19,2021-12-01 14:08:27.159,2021-12-01 18:01:17.526
330,13275,0-9,28353,6.34,0.00,1,0.03,2021-11-30 14:09:05.58,null
331,13274,10-19,43570,9.74,0.00,0,0.00,2021-11-30 14:09:05.58,null
332,13273,20-29,76251,17.05,0.02,12,0.33,2021-11-30 14:09:05.58,null
333,13272,30-39,68436,15.30,0.04,26,0.72,2021-11-30 14:09:05.58,null
334,13271,40-49,67719,15.14,0.08,51,1.41,2021-11-30 14:09:05.58,null
335,13270,50-59,67201,15.03,0.30,204,5.63,2021-11-30 14:09:05.579,null
336,13269,60-69,56645,12.67,0.92,522,14.40,2021-11-30 14:09:05.579,null
337,13268,70-79,24835,5.55,3.90,968,26.71,2021-11-30 14:09:05.579,null
338,13267,80 이상,14220,3.18,12.94,1840,50.77,2021-11-30 14:09:05.579,null
339,13266,여성,211159,47.21,0.84,1773,48.92,2021-11-30 14:09:05.579,null
340,13265,남성,236071,52.79,0.78,1851,51.08,2021-11-30 14:09:05.578,null
341,13253,0-9,28046,6.31,0.00,0,0.00,2021-11-29 14:04:33.555,null
342,13252,10-19,43262,9.74,0.00,0,0.00,2021-11-29 14:04:33.554,null
343,13251,20-29,75999,17.11,0.02,12,0.34,2021-11-29 14:04:33.554,null
344,13250,30-39,68042,15.32,0.04,26,0.73,2021-11-29 14:04:33.554,null
345,13249,40-49,67369,15.17,0.08,51,1.42,2021-11-29 14:04:33.554,null
346,13248,50-59,66832,15.05,0.30,202,5.64,2021-11-29 14:04:33.554,null
347,13247,60-69,56025,12.61,0.92,515,14.39,2021-11-29 14:04:33.554,null
348,13246,70-79,24577,5.53,3.91,960,26.82,2021-11-29 14:04:33.553,null
349,13245,80 이상,14048,3.16,12.91,1814,50.67,2021-11-29 14:04:33.553,null
350,13244,여성,209657,47.20,0.84,1755,49.02,2021-11-29 14:04:33.553,null
351,13243,남성,234543,52.80,0.78,1825,50.98,2021-11-29 14:04:33.553,null
352,13231,0-9,27711,6.29,0,0,0.00,2021-11-28 14:04:17.532,null
353,13230,10-19,42954,9.74,0,0,0.00,2021-11-28 14:04:17.531,null
354,13229,20-29,75713,17.17,0.02,12,0.34,2021-11-28 14:04:17.531,null
355,13228,30-39,67673,15.35,0.04,26,0.73,2021-11-28 14:04:17.531,null
356,13227,40-49,67011,15.2,0.08,51,1.44,2021-11-28 14:04:17.531,null
357,13226,50-59,66414,15.06,0.3,200,5.64,2021-11-28 14:04:17.531,null
358,13225,60-69,55365,12.56,0.92,511,14.40,2021-11-28 14:04:17.53,null
359,13224,70-79,24211,5.49,3.92,949,26.75,2021-11-28 14:04:17.53,null
360,13223,80 이상,13844,3.14,12.99,1799,50.70,2021-11-28 14:04:17.53,null
361,13222,여성,208031,47.18,0.84,1741,49.07,2021-11-28 14:04:17.53,null
362,13221,남성,232865,52.82,0.78,1807,50.93,2021-11-28 14:04:17.529,null
363,13209,0-9,27363,6.26,0,0,0.00,2021-11-27 14:14:17.444,null
364,13208,10-19,42561,9.74,0,0,0.00,2021-11-27 14:14:17.444,null
365,13207,20-29,75377,17.25,0.02,12,0.34,2021-11-27 14:14:17.444,null
366,13206,30-39,67222,15.38,0.04,25,0.72,2021-11-27 14:14:17.444,null
367,13205,40-49,66594,15.24,0.08,51,1.46,2021-11-27 14:14:17.443,null
368,13204,50-59,65953,15.09,0.3,198,5.67,2021-11-27 14:14:17.443,null
369,13203,60-69,54584,12.49,0.92,502,14.38,2021-11-27 14:14:17.443,null
370,13202,70-79,23773,5.44,3.93,934,26.75,2021-11-27 14:14:17.443,null
371,13201,80 이상,13541,3.1,13.07,1770,50.69,2021-11-27 14:14:17.443,null
372,13200,여성,206048,47.15,0.83,1712,49.03,2021-11-27 14:14:17.442,null
373,13199,남성,230920,52.85,0.77,1780,50.97,2021-11-27 14:14:17.442,null
374,13187,0-9,27023,6.24,0.00,0,0.00,2021-11-26 14:08:44.171,null
375,13186,10-19,42119,9.73,0.00,0,0.00,2021-11-26 14:08:44.17,null
376,13185,20-29,75003,17.33,0.02,12,0.35,2021-11-26 14:08:44.17,null
377,13184,30-39,66774,15.42,0.04,25,0.73,2021-11-26 14:08:44.17,null
378,13183,40-49,66083,15.27,0.07,49,1.42,2021-11-26 14:08:44.17,null
379,13182,50-59,65415,15.11,0.30,198,5.76,2021-11-26 14:08:44.17,null
380,13181,60-69,53775,12.42,0.92,497,14.45,2021-11-26 14:08:44.169,null
381,13180,70-79,23367,5.40,3.95,923,26.83,2021-11-26 14:08:44.169,null
