,게시글번호,기준일시,시도명(한글),전일대비 증감 수,격리 해제 수,지역발생 수,해외유입 수,10만명당 발생률,사망자 수,게시글번호(국내 시도별 발생현황 고유값),등록일시분초,수정일시분초
6113,772,2021년 02월 12일 00시,전남,4,716,4,0,41.40,7,7396,2021-02-12 09:00:00.000,2021-09-16 10:11:33.897
6114,3083,2021년 02월 12일 00시,경북,4,2893,4,0,115.79,70,7395,2021-02-12 09:00:00.000,2021-09-16 10:11:33.897
6115,2093,2021년 02월 12일 00시,경남,4,1974,4,0,62.27,10,7394,2021-02-12 09:00:00.000,2021-09-16 10:11:33.897
6116,547,2021년 02월 12일 00시,제주,4,521,4,0,81.55,1,7393,2021-02-12 09:00:00.000,2021-09-16 10:11:33.897
6117,2858,2021년 02월 12일 00시,검역,6,2223,0,6,0.00,3,7392,2021-02-12 09:00:00.000,2021-09-16 10:11:33.897
6118,82426,2021년 02월 11일 00시,합계,504,72626,467,37,158.98,1496,7391,2021-02-11 09:00:00.000,2021-09-16 10:11:33.897
6119,25723,2021년 02월 11일 00시,서울,183,21544,177,6,264.27,347,7390,2021-02-11 09:00:00.000,2021-09-16 10:11:33.897
6120,2950,2021년 02월 11일 00시,부산,29,2539,29,0,86.46,97,7389,2021-02-11 09:00:00.000,2021-09-16 10:11:33.897
6121,8449,2021년 02월 11일 00시,대구,13,8088,10,3,346.77,211,7388,2021-02-11 09:00:00.000,2021-09-16 10:11:33.897
6122,4044,2021년 02월 11일 00시,인천,25,3667,25,0,136.80,51,7387,2021-02-11 09:00:00.000,2021-09-16 10:11:33.897
6123,1935,2021년 02월 11일 00시,광주,13,1710,9,4,132.84,19,7386,2021-02-11 09:00:00.000,2021-09-16 10:11:33.897
6124,1130,2021년 02월 11일 00시,대전,3,1069,2,1,76.65,15,7385,2021-02-11 09:00:00.000,2021-09-16 10:11:33.897
6125,950,2021년 02월 11일 00시,울산,2,901,2,0,82.82,37,7384,2021-02-11 09:00:00.000,2021-09-16 10:11:33.897
6126,201,2021년 02월 11일 00시,세종,0,195,0,0,58.72,1,7383,2021-02-11 09:00:00.000,2021-09-16 10:11:33.897
6127,21125,2021년 02월 11일 00시,경기,188,18609,181,7,159.43,451,7382,2021-02-11 09:00:00.000,2021-09-16 10:11:33.897
6128,1759,2021년 02월 11일 00시,강원,11,1605,11,0,114.18,34,7381,2021-02-11 09:00:00.000,2021-09-16 10:11:33.897
6129,1626,2021년 02월 11일 00시,충북,4,1473,3,1,101.66,57,7380,2021-02-11 09:00:00.000,2021-09-16 10:11:33.897
6130,2132,2021년 02월 11일 00시,충남,1,1950,1,0,100.45,33,7379,2021-02-11 09:00:00.000,2021-09-16 10:11:33.897
6131,1071,2021년 02월 11일 00시,전북,7,977,7,0,58.93,52,7378,2021-02-11 09:00:00.000,2021-09-16 10:11:33.897
6132,768,2021년 02월 11일 00시,전남,0,711,0,0,41.19,7,7377,2021-02-11 09:00:00.000,2021-09-16 10:11:33.897
6133,3079,2021년 02월 11일 00시,경북,1,2878,1,0,115.64,70,7376,2021-02-11 09:00:00.000,2021-09-16 10:11:33.897
6134,2089,2021년 02월 11일 00시,경남,5,1966,5,0,62.15,10,7375,2021-02-11 09:00:00.000,2021-09-16 10:11:33.897
6135,543,2021년 02월 11일 00시,제주,4,521,4,0,80.95,1,7374,2021-02-11 09:00:00.000,2021-09-16 10:11:33.897
6136,2852,2021년 02월 11일 00시,검역,15,2223,0,15,0.00,3,7373,2021-02-11 09:00:00.000,2021-09-16 10:11:33.897
6137,81922,2021년 02월 10일 00시,합계,444,72209,414,30,158.01,1486,7372,2021-02-10 09:00:00.000,2021-09-16 10:11:33.897
6138,25540,2021년 02월 10일 00시,서울,175,21472,169,6,262.39,343,7371,2021-02-10 09:00:00.000,2021-09-16 10:11:33.897
6139,2921,2021년 02월 10일 00시,부산,19,2526,18,1,85.61,96,7370,2021-02-10 09:00:00.000,2021-09-16 10:11:33.897
6140,8436,2021년 02월 10일 00시,대구,16,8074,14,2,346.24,211,7369,2021-02-10 09:00:00.000,2021-09-16 10:11:33.897
6141,4019,2021년 02월 10일 00시,인천,20,3654,18,2,135.96,51,7368,2021-02-10 09:00:00.000,2021-09-16 10:11:33.897
6142,1922,2021년 02월 10일 00시,광주,14,1662,14,0,131.94,19,7367,2021-02-10 09:00:00.000,2021-09-16 10:11:33.897
6143,1127,2021년 02월 10일 00시,대전,0,1064,0,0,76.45,15,7366,2021-02-10 09:00:00.000,2021-09-16 10:11:33.897
6144,948,2021년 02월 10일 00시,울산,0,899,0,0,82.65,37,7365,2021-02-10 09:00:00.000,2021-09-16 10:11:33.897
6145,201,2021년 02월 10일 00시,세종,1,193,1,0,58.72,1,7364,2021-02-10 09:00:00.000,2021-09-16 10:11:33.897
6146,20937,2021년 02월 10일 00시,경기,169,18482,157,12,158.01,448,7363,2021-02-10 09:00:00.000,2021-09-16 10:11:33.897
6147,1748,2021년 02월 10일 00시,강원,5,1574,5,0,113.47,34,7362,2021-02-10 09:00:00.000,2021-09-16 10:11:33.897
6148,1622,2021년 02월 10일 00시,충북,2,1463,2,0,101.41,57,7361,2021-02-10 09:00:00.000,2021-09-16 10:11:33.897
6149,2131,2021년 02월 10일 00시,충남,2,1932,2,0,100.40,33,7360,2021-02-10 09:00:00.000,2021-09-16 10:11:33.897
6150,1064,2021년 02월 10일 00시,전북,2,966,2,0,58.55,51,7359,2021-02-10 09:00:00.000,2021-09-16 10:11:33.897
6151,768,2021년 02월 10일 00시,전남,2,704,1,1,41.19,7,7358,2021-02-10 09:00:00.000,2021-09-16 10:11:33.897
6152,3078,2021년 02월 10일 00시,경북,2,2851,2,0,115.61,70,7357,2021-02-10 09:00:00.000,2021-09-16 10:11:33.897
6153,2084,2021년 02월 10일 00시,경남,9,1949,9,0,62.00,10,7356,2021-02-10 09:00:00.000,2021-09-16 10:11:33.897
6154,539,2021년 02월 10일 00시,제주,0,521,0,0,80.36,0,7355,2021-02-10 09:00:00.000,2021-09-16 10:11:33.897
6155,2837,2021년 02월 10일 00시,검역,6,2223,0,6,0.00,3,7354,2021-02-10 09:00:00.000,2021-09-16 10:11:33.897
6156,81478,2021년 02월 09일 00시,합계,303,71660,273,30,157.15,1482,7353,2021-02-09 09:00:00.000,2021-09-16 10:11:33.897
6157,25365,2021년 02월 09일 00시,서울,90,21314,86,4,260.59,341,7352,2021-02-09 09:00:00.000,2021-09-16 10:11:33.897
6158,2902,2021년 02월 09일 00시,부산,9,2493,9,0,85.06,96,7351,2021-02-09 09:00:00.000,2021-09-16 10:11:33.897
6159,8420,2021년 02월 09일 00시,대구,9,8067,9,0,345.58,211,7350,2021-02-09 09:00:00.000,2021-09-16 10:11:33.897
6160,3999,2021년 02월 09일 00시,인천,16,3607,14,2,135.28,51,7349,2021-02-09 09:00:00.000,2021-09-16 10:11:33.897
6161,1908,2021년 02월 09일 00시,광주,8,1619,8,0,130.98,19,7348,2021-02-09 09:00:00.000,2021-09-16 10:11:33.897
6162,1127,2021년 02월 09일 00시,대전,2,1060,2,0,76.45,15,7347,2021-02-09 09:00:00.000,2021-09-16 10:11:33.897
6163,948,2021년 02월 09일 00시,울산,3,895,3,0,82.65,37,7346,2021-02-09 09:00:00.000,2021-09-16 10:11:33.897
6164,200,2021년 02월 09일 00시,세종,1,191,1,0,58.42,1,7345,2021-02-09 09:00:00.000,2021-09-16 10:11:33.897
6165,20768,2021년 02월 09일 00시,경기,126,18353,117,9,156.74,446,7344,2021-02-09 09:00:00.000,2021-09-16 10:11:33.897
6166,1743,2021년 02월 09일 00시,강원,3,1558,3,0,113.14,34,7343,2021-02-09 09:00:00.000,2021-09-16 10:11:33.897
6167,1620,2021년 02월 09일 00시,충북,3,1442,2,1,101.29,57,7342,2021-02-09 09:00:00.000,2021-09-16 10:11:33.897
6168,2129,2021년 02월 09일 00시,충남,5,1913,5,0,100.31,33,7341,2021-02-09 09:00:00.000,2021-09-16 10:11:33.897
6169,1062,2021년 02월 09일 00시,전북,3,957,3,0,58.44,51,7340,2021-02-09 09:00:00.000,2021-09-16 10:11:33.897
6170,766,2021년 02월 09일 00시,전남,0,690,0,0,41.08,7,7339,2021-02-09 09:00:00.000,2021-09-16 10:11:33.897
6171,3076,2021년 02월 09일 00시,경북,5,2826,4,1,115.53,70,7338,2021-02-09 09:00:00.000,2021-09-16 10:11:33.897
6172,2075,2021년 02월 09일 00시,경남,7,1934,5,2,61.73,10,7337,2021-02-09 09:00:00.000,2021-09-16 10:11:33.897
6173,539,2021년 02월 09일 00시,제주,2,518,2,0,80.36,0,7336,2021-02-09 09:00:00.000,2021-09-16 10:11:33.897
6174,2831,2021년 02월 09일 00시,검역,11,2223,0,11,0.00,3,7335,2021-02-09 09:00:00.000,2021-09-16 10:11:33.897
6175,81175,2021년 02월 08일 00시,합계,288,71203,264,24,156.56,1474,7334,2021-02-08 09:00:00.000,2021-09-16 10:11:33.897
6176,25275,2021년 02월 08일 00시,서울,112,21181,111,1,259.67,339,7333,2021-02-08 09:00:00.000,2021-09-16 10:11:33.897
6177,2893,2021년 02월 08일 00시,부산,9,2476,7,2,84.79,96,7332,2021-02-08 09:00:00.000,2021-09-16 10:11:33.897
6178,8411,2021년 02월 08일 00시,대구,21,8056,20,1,345.21,211,7331,2021-02-08 09:00:00.000,2021-09-16 10:11:33.897
6179,3983,2021년 02월 08일 00시,인천,18,3594,17,1,134.74,51,7330,2021-02-08 09:00:00.000,2021-09-16 10:11:33.897
6180,1900,2021년 02월 08일 00시,광주,7,1584,7,0,130.43,19,7329,2021-02-08 09:00:00.000,2021-09-16 10:11:33.897
6181,1125,2021년 02월 08일 00시,대전,4,1046,4,0,76.32,14,7328,2021-02-08 09:00:00.000,2021-09-16 10:11:33.897
6182,945,2021년 02월 08일 00시,울산,1,891,0,1,82.39,37,7327,2021-02-08 09:00:00.000,2021-09-16 10:11:33.897
6183,199,2021년 02월 08일 00시,세종,1,190,1,0,58.13,1,7326,2021-02-08 09:00:00.000,2021-09-16 10:11:33.897
6184,20642,2021년 02월 08일 00시,경기,83,18231,79,4,155.78,442,7325,2021-02-08 09:00:00.000,2021-09-16 10:11:33.897
6185,1740,2021년 02월 08일 00시,강원,4,1549,4,0,112.95,33,7324,2021-02-08 09:00:00.000,2021-09-16 10:11:33.897
6186,1617,2021년 02월 08일 00시,충북,0,1425,0,0,101.10,57,7323,2021-02-08 09:00:00.000,2021-09-16 10:11:33.897
6187,2124,2021년 02월 08일 00시,충남,10,1907,5,5,100.07,33,7322,2021-02-08 09:00:00.000,2021-09-16 10:11:33.897
6188,1059,2021년 02월 08일 00시,전북,0,949,0,0,58.27,51,7321,2021-02-08 09:00:00.000,2021-09-16 10:11:33.897
6189,766,2021년 02월 08일 00시,전남,0,687,0,0,41.08,7,7320,2021-02-08 09:00:00.000,2021-09-16 10:11:33.897
6190,3071,2021년 02월 08일 00시,경북,6,2793,5,1,115.34,70,7319,2021-02-08 09:00:00.000,2021-09-16 10:11:33.897
6191,2068,2021년 02월 08일 00시,경남,4,1903,4,0,61.52,10,7318,2021-02-08 09:00:00.000,2021-09-16 10:11:33.897
6192,537,2021년 02월 08일 00시,제주,0,518,0,0,80.06,0,7317,2021-02-08 09:00:00.000,2021-09-16 10:11:33.897
6193,2820,2021년 02월 08일 00시,검역,8,2223,0,8,0.00,3,7316,2021-02-08 09:00:00.000,2021-09-16 10:11:33.897
6194,80887,2021년 02월 07일 00시,합계,371,70839,325,46,156.01,1471,7315,2021-02-07 09:00:00.000,2021-09-16 10:11:33.897
6195,25163,2021년 02월 07일 00시,서울,144,21088,141,3,258.52,338,7314,2021-02-07 09:00:00.000,2021-09-16 10:11:33.897
6196,2884,2021년 02월 07일 00시,부산,9,2450,8,1,84.53,96,7313,2021-02-07 09:00:00.000,2021-09-16 10:11:33.897
6197,8390,2021년 02월 07일 00시,대구,12,8054,11,1,344.35,210,7312,2021-02-07 09:00:00.000,2021-09-16 10:11:33.897
6198,3965,2021년 02월 07일 00시,인천,17,3578,15,2,134.13,51,7311,2021-02-07 09:00:00.000,2021-09-16 10:11:33.897
6199,1893,2021년 02월 07일 00시,광주,10,1498,10,0,129.95,19,7310,2021-02-07 09:00:00.000,2021-09-16 10:11:33.897
6200,1121,2021년 02월 07일 00시,대전,6,1045,6,0,76.04,14,7309,2021-02-07 09:00:00.000,2021-09-16 10:11:33.897
6201,944,2021년 02월 07일 00시,울산,1,890,0,1,82.30,37,7308,2021-02-07 09:00:00.000,2021-09-16 10:11:33.897
6202,198,2021년 02월 07일 00시,세종,1,190,1,0,57.84,1,7307,2021-02-07 09:00:00.000,2021-09-16 10:11:33.897
6203,20559,2021년 02월 07일 00시,경기,112,18134,108,4,155.16,442,7306,2021-02-07 09:00:00.000,2021-09-16 10:11:33.897
6204,1736,2021년 02월 07일 00시,강원,6,1541,5,1,112.69,33,7305,2021-02-07 09:00:00.000,2021-09-16 10:11:33.897
6205,1617,2021년 02월 07일 00시,충북,1,1424,1,0,101.10,57,7304,2021-02-07 09:00:00.000,2021-09-16 10:11:33.897
6206,2114,2021년 02월 07일 00시,충남,14,1895,8,6,99.60,33,7303,2021-02-07 09:00:00.000,2021-09-16 10:11:33.897
6207,1059,2021년 02월 07일 00시,전북,0,949,0,0,58.27,50,7302,2021-02-07 09:00:00.000,2021-09-16 10:11:33.897
6208,766,2021년 02월 07일 00시,전남,4,684,4,0,41.08,7,7301,2021-02-07 09:00:00.000,2021-09-16 10:11:33.897
6209,3065,2021년 02월 07일 00시,경북,1,2787,1,0,115.12,70,7300,2021-02-07 09:00:00.000,2021-09-16 10:11:33.897
6210,2064,2021년 02월 07일 00시,경남,4,1893,4,0,61.40,10,7299,2021-02-07 09:00:00.000,2021-09-16 10:11:33.897
6211,537,2021년 02월 07일 00시,제주,2,517,2,0,80.06,0,7298,2021-02-07 09:00:00.000,2021-09-16 10:11:33.897
6212,2812,2021년 02월 07일 00시,검역,27,2222,0,27,0.00,3,7297,2021-02-07 09:00:00.000,2021-09-16 10:11:33.897
6213,80516,2021년 02월 06일 00시,합계,390,70489,362,28,155.29,1464,7296,2021-02-06 09:00:00.000,2021-09-16 10:11:33.897
6214,25019,2021년 02월 06일 00시,서울,143,21005,142,1,257.04,333,7295,2021-02-06 09:00:00.000,2021-09-16 10:11:33.897
6215,2875,2021년 02월 06일 00시,부산,14,2414,14,0,84.27,96,7294,2021-02-06 09:00:00.000,2021-09-16 10:11:33.897
6216,8378,2021년 02월 06일 00시,대구,18,8044,17,1,343.86,210,7293,2021-02-06 09:00:00.000,2021-09-16 10:11:33.897
6217,3948,2021년 02월 06일 00시,인천,25,3554,24,1,133.55,51,7292,2021-02-06 09:00:00.000,2021-09-16 10:11:33.897
6218,1883,2021년 02월 06일 00시,광주,12,1476,12,0,129.27,19,7291,2021-02-06 09:00:00.000,2021-09-16 10:11:33.897
6219,1115,2021년 02월 06일 00시,대전,8,1034,8,0,75.64,14,7290,2021-02-06 09:00:00.000,2021-09-16 10:11:33.897
6220,943,2021년 02월 06일 00시,울산,2,885,2,0,82.21,37,7289,2021-02-06 09:00:00.000,2021-09-16 10:11:33.897
6221,197,2021년 02월 06일 00시,세종,0,188,0,0,57.55,1,7288,2021-02-06 09:00:00.000,2021-09-16 10:11:33.897
6222,20447,2021년 02월 06일 00시,경기,111,18041,105,6,154.31,440,7287,2021-02-06 09:00:00.000,2021-09-16 10:11:33.897
6223,1730,2021년 02월 06일 00시,강원,1,1527,1,0,112.30,33,7286,2021-02-06 09:00:00.000,2021-09-16 10:11:33.897
6224,1616,2021년 02월 06일 00시,충북,2,1422,2,0,101.04,57,7285,2021-02-06 09:00:00.000,2021-09-16 10:11:33.897
6225,2100,2021년 02월 06일 00시,충남,13,1895,13,0,98.94,33,7284,2021-02-06 09:00:00.000,2021-09-16 10:11:33.897
6226,1059,2021년 02월 06일 00시,전북,4,949,1,3,58.27,50,7283,2021-02-06 09:00:00.000,2021-09-16 10:11:33.897
6227,762,2021년 02월 06일 00시,전남,1,679,1,0,40.86,7,7282,2021-02-06 09:00:00.000,2021-09-16 10:11:33.897
6228,3064,2021년 02월 06일 00시,경북,7,2766,4,3,115.08,70,7281,2021-02-06 09:00:00.000,2021-09-16 10:11:33.897
6229,2060,2021년 02월 06일 00시,경남,12,1871,10,2,61.29,10,7280,2021-02-06 09:00:00.000,2021-09-16 10:11:33.897
6230,535,2021년 02월 06일 00시,제주,6,517,6,0,79.76,0,7279,2021-02-06 09:00:00.000,2021-09-16 10:11:33.897
6231,2785,2021년 02월 06일 00시,검역,11,2222,0,11,0.00,3,7278,2021-02-06 09:00:00.000,2021-09-16 10:11:33.897
6232,80126,2021년 02월 05일 00시,합계,370,70087,350,20,154.54,1459,7277,2021-02-05 09:00:00.000,2021-09-16 10:11:33.897
6233,24876,2021년 02월 05일 00시,서울,126,20907,122,4,255.57,332,7276,2021-02-05 09:00:00.000,2021-09-16 10:11:33.897
6234,2861,2021년 02월 05일 00시,부산,33,2391,33,0,83.86,96,7275,2021-02-05 09:00:00.000,2021-09-16 10:11:33.897
6235,8360,2021년 02월 05일 00시,대구,14,8034,14,0,343.12,210,7274,2021-02-05 09:00:00.000,2021-09-16 10:11:33.897
6236,3923,2021년 02월 05일 00시,인천,26,3526,25,1,132.71,51,7273,2021-02-05 09:00:00.000,2021-09-16 10:11:33.897
6237,1871,2021년 02월 05일 00시,광주,14,1444,14,0,128.44,18,7272,2021-02-05 09:00:00.000,2021-09-16 10:11:33.897
6238,1107,2021년 02월 05일 00시,대전,0,1023,0,0,75.09,14,7271,2021-02-05 09:00:00.000,2021-09-16 10:11:33.897
6239,941,2021년 02월 05일 00시,울산,0,875,0,0,82.04,37,7270,2021-02-05 09:00:00.000,2021-09-16 10:11:33.897
6240,197,2021년 02월 05일 00시,세종,0,187,0,0,57.55,1,7269,2021-02-05 09:00:00.000,2021-09-16 10:11:33.897
6241,20336,2021년 02월 05일 00시,경기,114,17946,110,4,153.47,439,7268,2021-02-05 09:00:00.000,2021-09-16 10:11:33.897
6242,1729,2021년 02월 05일 00시,강원,5,1508,5,0,112.23,33,7267,2021-02-05 09:00:00.000,2021-09-16 10:11:33.897
6243,1614,2021년 02월 05일 00시,충북,3,1409,2,1,100.91,55,7266,2021-02-05 09:00:00.000,2021-09-16 10:11:33.897
6244,2087,2021년 02월 05일 00시,충남,13,1876,11,2,98.33,33,7265,2021-02-05 09:00:00.000,2021-09-16 10:11:33.897
6245,1055,2021년 02월 05일 00시,전북,0,946,0,0,58.05,50,7264,2021-02-05 09:00:00.000,2021-09-16 10:11:33.897
6246,761,2021년 02월 05일 00시,전남,0,671,0,0,40.81,7,7263,2021-02-05 09:00:00.000,2021-09-16 10:11:33.897
6247,3057,2021년 02월 05일 00시,경북,7,2754,6,1,114.82,70,7262,2021-02-05 09:00:00.000,2021-09-16 10:11:33.897
6248,2048,2021년 02월 05일 00시,경남,6,1854,6,0,60.93,10,7261,2021-02-05 09:00:00.000,2021-09-16 10:11:33.897
6249,529,2021년 02월 05일 00시,제주,2,515,2,0,78.87,0,7260,2021-02-05 09:00:00.000,2021-09-16 10:11:33.897
6250,2774,2021년 02월 05일 00시,검역,7,2221,0,7,0.00,3,7259,2021-02-05 09:00:00.000,2021-09-16 10:11:33.897
6251,79756,2021년 02월 04일 00시,합계,451,69686,429,22,153.83,1448,7258,2021-02-04 09:00:00.000,2021-09-16 10:11:33.897
6252,24750,2021년 02월 04일 00시,서울,172,20767,166,6,254.28,329,7257,2021-02-04 09:00:00.000,2021-09-16 10:11:33.897
6253,2828,2021년 02월 04일 00시,부산,26,2370,26,0,82.89,95,7256,2021-02-04 09:00:00.000,2021-09-16 10:11:33.897
